Eng. No.,Eng. Description,Eng. Phase,Phase Description,Client No.,Client Name,Personnel No.,Employee Name,Staff Level,Work Date,difference between when work was done and when it was logged,Time Entry Date,Posting Date,Hours,Charge-Out Rate,Std. Price,Adm. Surcharge,surchage as a percentabe of std price,posting vs time entry is different flag,EV calculation
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,1/24/2025,3,1/27/2025,1/27/2025, 1.00 ,256,256,15.36,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/13/2025,1,1/14/2025,1/14/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/10/2025,3,1/13/2025,1/13/2025, 6.50 ,388,2522,23.28,0.92%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/9/2025,4,1/13/2025,1/13/2025, 5.00 ,388,1940,23.28,1.20%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/8/2025,5,1/13/2025,1/13/2025, 6.50 ,388,2522,23.28,0.92%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/7/2025,6,1/13/2025,1/13/2025, 7.50 ,388,2910,23.28,0.80%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/6/2025,7,1/13/2025,1/13/2025, 7.50 ,388,2910,23.28,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,1/10/2025,0,1/10/2025,1/10/2025, 4.00 ,210,840,12.6,1.50%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,1/9/2025,1,1/10/2025,1/10/2025, 2.00 ,210,420,12.6,3.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/10/2025,0,1/10/2025,1/10/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/9/2025,1,1/10/2025,1/10/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/8/2025,2,1/10/2025,1/10/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/7/2025,3,1/10/2025,1/10/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/6/2025,4,1/10/2025,1/10/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,1/8/2025,0,1/8/2025,1/8/2025, 2.00 ,210,420,12.6,3.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/23/2024,15,1/7/2025,1/7/2025, 0.50 ,274,137,16.44,12.00%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/2/2025,5,1/7/2025,1/7/2025, 3.50 ,388,1358,23.28,1.71%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/31/2024,7,1/7/2025,1/7/2025, 3.50 ,388,1358,23.28,1.71%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/30/2024,8,1/7/2025,1/7/2025, 6.50 ,388,2522,23.28,0.92%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/27/2024,11,1/7/2025,1/7/2025, 2.50 ,388,970,23.28,2.40%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/23/2024,15,1/7/2025,1/7/2025, 1.50 ,388,582,23.28,4.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/3/2025,0,1/3/2025,1/3/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/2/2025,1,1/3/2025,1/3/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/13/2025,7,1/20/2025,1/20/2025, 7.50 ,388,2910,23.28,0.80%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/14/2025,6,1/20/2025,1/20/2025, 7.00 ,388,2716,23.28,0.86%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/15/2025,5,1/20/2025,1/20/2025, 10.00 ,388,3880,23.28,0.60%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/31/2025,0,1/31/2025,1/31/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/27/2025,4,1/31/2025,1/31/2025, 9.50 ,388,3686,23.28,0.63%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/28/2025,3,1/31/2025,1/31/2025, 6.00 ,388,2328,23.28,1.00%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,1/29/2025,2,1/31/2025,1/31/2025, 8.50 ,388,3298,23.28,0.71%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/3/2024,17,12/20/2024,12/20/2024, (4.00),210,-840,12.6,-1.50%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/4/2024,16,12/20/2024,12/20/2024, (1.00),210,-210,12.6,-6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/5/2024,15,12/20/2024,12/20/2024, (1.00),210,-210,12.6,-6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/6/2024,14,12/20/2024,12/20/2024, (2.50),210,-525,12.6,-2.40%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/2/2024,17,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/3/2024,16,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/4/2024,15,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/5/2024,14,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/6/2024,13,12/19/2024,12/19/2024, 7.50 ,388,2910,23.28,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/24/2024,0,12/24/2024,12/24/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/23/2024,0,12/23/2024,12/23/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/12/2024,1,12/13/2024,12/13/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/11/2024,2,12/13/2024,12/13/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/10/2024,3,12/13/2024,12/13/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/9/2024,4,12/13/2024,12/13/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/5/2024,1,12/6/2024,12/6/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/4/2024,2,12/6/2024,12/6/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/3/2024,3,12/6/2024,12/6/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,12/2/2024,4,12/6/2024,12/6/2024, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/20/2024,0,12/20/2024,12/20/2024, 1.00 ,274,274,16.44,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/18/2024,2,12/20/2024,12/20/2024, 2.00 ,274,548,16.44,3.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/17/2024,3,12/20/2024,12/20/2024, 1.50 ,274,411,16.44,4.00%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/20/2024,0,12/20/2024,12/20/2024, 6.00 ,388,2328,23.28,1.00%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/19/2024,1,12/20/2024,12/20/2024, 4.00 ,388,1552,23.28,1.50%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/18/2024,2,12/20/2024,12/20/2024, 7.50 ,388,2910,23.28,0.80%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/17/2024,3,12/20/2024,12/20/2024, 5.50 ,388,2134,23.28,1.09%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/16/2024,4,12/20/2024,12/20/2024, 6.50 ,388,2522,23.28,0.92%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/15/2024,5,12/20/2024,12/20/2024, 1.00 ,388,388,23.28,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/12/2024,7,12/19/2024,12/19/2024, 1.00 ,274,274,16.44,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/11/2024,8,12/19/2024,12/19/2024, 1.00 ,274,274,16.44,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/10/2024,9,12/19/2024,12/19/2024, 0.50 ,274,137,16.44,12.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/9/2024,10,12/19/2024,12/19/2024, 0.50 ,274,137,16.44,12.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/6/2024,13,12/19/2024,12/19/2024, 2.00 ,274,548,16.44,3.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/5/2024,14,12/19/2024,12/19/2024, 1.00 ,274,274,16.44,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/4/2024,15,12/19/2024,12/19/2024, 2.00 ,274,548,16.44,3.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/3/2024,16,12/19/2024,12/19/2024, 0.50 ,274,137,16.44,12.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,12/2/2024,17,12/19/2024,12/19/2024, 0.50 ,274,137,16.44,12.00%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/13/2024,6,12/19/2024,12/19/2024, 5.00 ,388,1940,23.28,1.20%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/12/2024,7,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/11/2024,8,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/10/2024,9,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,12/9/2024,10,12/19/2024,12/19/2024, 8.00 ,388,3104,23.28,0.75%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/11/2024,2,12/13/2024,12/13/2024, 0.50 ,210,105,12.6,12.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/28/2025,0,1/28/2025,1/28/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/29/2025,0,1/29/2025,1/29/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/6/2024,14,12/20/2024,12/20/2024, 3.50 ,210,735,12.6,1.71%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/5/2024,15,12/20/2024,12/20/2024, 4.00 ,210,840,12.6,1.50%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/4/2024,16,12/20/2024,12/20/2024, 3.00 ,210,630,12.6,2.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/19/2024,1,12/20/2024,12/20/2024, 1.00 ,210,210,12.6,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/17/2024,3,12/20/2024,12/20/2024, 1.00 ,210,210,12.6,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/20/2024,0,12/20/2024,12/20/2024, 1.00 ,210,210,12.6,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/3/2024,17,12/20/2024,12/20/2024, 8.00 ,210,1680,12.6,0.75%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/2/2024,18,12/20/2024,12/20/2024, 8.00 ,210,1680,12.6,0.75%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/2/2024,4,12/6/2024,12/6/2024, 4.00 ,210,840,12.6,1.50%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/3/2024,3,12/6/2024,12/6/2024, 4.00 ,210,840,12.6,1.50%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,12/4/2024,2,12/6/2024,12/6/2024, 1.00 ,210,210,12.6,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,1/14/2025,0,1/14/2025,1/14/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,2/14/2025,4,2/18/2025,2/18/2025, 1.00 ,256,256,15.36,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/19/2025,0,2/19/2025,2/19/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/20/2025,0,2/20/2025,2/20/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/21/2025,0,2/21/2025,2/21/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2/21/2025,0,2/21/2025,2/21/2025, 4.50 ,210,945,12.6,1.33%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2/17/2025,4,2/21/2025,2/21/2025, 2.00 ,210,420,12.6,3.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2/18/2025,3,2/21/2025,2/21/2025, 2.50 ,210,525,12.6,2.40%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2/19/2025,2,2/21/2025,2/21/2025, 2.00 ,210,420,12.6,3.00%,0,
2001920365,Neptune,000010,Aquilon,1000017023,Company X,00014529,Gaëlle Petit,SENIOR MANAGER,12/27/2024,52,2/17/2025,2/17/2025, (2.50),388,-970,23.28,-2.40%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,2/6/2025,4,2/10/2025,2/10/2025, 1.00 ,256,256,15.36,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/10/2025,1,2/11/2025,2/11/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/11/2025,0,2/11/2025,2/11/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/12/2025,0,2/12/2025,2/12/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2/13/2025,0,2/13/2025,2/13/2025, 7.50 ,196,1470,11.76,0.80%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2/10/2025,3,2/13/2025,2/13/2025, 1.00 ,210,210,12.6,6.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,2/21/2025,3,2/24/2025,2/24/2025, 0.50 ,256,128,15.36,12.00%,0,
2001920365,Neptune,000010,Mars  ,1000017023,Company X,00014525,Camille Moreau,MANAGER,2/18/2025,6,2/24/2025,2/24/2025, 0.50 ,256,128,15.36,12.00%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,2/13/2025,11,2/24/2025,2/24/2025, 4.00 ,388,1552,23.28,1.50%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,2/12/2025,12,2/24/2025,2/24/2025, 4.00 ,388,1552,23.28,1.50%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,2/11/2025,13,2/24/2025,2/24/2025, 4.00 ,388,1552,23.28,1.50%,0,
2001920365,Neptune,000010,Aquilon  ,1000017023,Company X,00014526,Damien Girard,SENIOR MANAGER,2/10/2025,14,2/24/2025,2/24/2025, 4.00 ,388,1552,23.28,1.50%,0,
