Eng. No.,Eng. Description,Eng. Phase,Phase Description,Client No.,Client Name,Personnel No.,Employee Name,Staff Level,Work Date,Time Entry Date,Posting Date,Hours,Charge-Out Rate,Std. Price,Adm. Surcharge
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-19 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,1.0,210,210,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-17 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,1.0,210,210,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-20 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,1.0,210,210,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-03 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,8.0,210,1680,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-02 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,8.0,210,1680,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-02 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,4.0,210,840,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-03 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,4.0,210,840,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-04 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,1.0,210,210,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-21 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,4.5,210,945,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-17 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,2.0,210,420,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-18 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,2.5,210,525,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-19 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,2.0,210,420,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-10 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,1.0,210,210,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-20 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,2.5,210,525,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-02 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-4.0,210,-840,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-20 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,1.5,210,315,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-13 14:16:07,2025-01-17 14:16:07,2025-01-17 14:16:07,3.5,210,735,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-14 14:16:07,2025-01-17 14:16:07,2025-01-17 14:16:07,1.5,210,315,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-11 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,1.0,210,210,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-14 14:16:07,2025-02-14 14:16:07,2025-02-14 14:16:07,0.5,210,105,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-16 14:16:07,2024-12-18 14:16:07,2024-12-18 14:16:07,4.0,210,840,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-17 14:16:07,2024-12-18 14:16:07,2024-12-18 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-18 14:16:07,2024-12-18 14:16:07,2024-12-18 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-18 14:16:07,2024-12-18 14:16:07,2024-12-18 14:16:07,-7.5,210,-1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-18 14:16:07,2024-12-18 14:16:07,2024-12-18 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-19 14:16:07,2024-12-19 14:16:07,2024-12-19 14:16:07,5.0,210,1050,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-06 14:16:07,2025-01-08 14:16:07,2025-01-08 14:16:07,8.0,210,1680,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-07 14:16:07,2025-01-08 14:16:07,2025-01-08 14:16:07,8.0,210,1680,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-11 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-6.0,210,-1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-13 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,-7.5,210,-1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-13 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-12 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-11 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-10 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-10 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-6.0,210,-1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-09 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-6.0,210,-1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-06 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-2.0,210,-420,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-04 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-3.0,210,-630,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-20 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,4.0,210,840,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-08 14:16:07,2025-01-08 14:16:07,2025-01-08 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-06 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,5.0,210,1050,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-04 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,5.0,210,1050,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-12 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-11 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,6.5,210,1365,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-10 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-09 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-19 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-20 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,5.0,210,1050,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-19 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-5.0,210,-1050,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-20 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-4.0,210,-840,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-12 14:16:07,2024-12-20 14:16:07,2024-12-20 14:16:07,-6.0,210,-1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-10 14:16:07,2024-12-10 14:16:07,2024-12-10 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-09 14:16:07,2024-12-10 14:16:07,2024-12-10 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-06 14:16:07,2024-12-10 14:16:07,2024-12-10 14:16:07,2.0,210,420,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-05 14:16:07,2024-12-10 14:16:07,2024-12-10 14:16:07,4.0,210,840,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-04 14:16:07,2024-12-10 14:16:07,2024-12-10 14:16:07,3.0,210,630,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-17 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-20 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,4.0,210,840,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-12 14:16:07,2025-02-14 14:16:07,2025-02-14 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-12 14:16:07,2025-02-14 14:16:07,2025-02-14 14:16:07,-7.0,210,-1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-14 14:16:07,2025-02-14 14:16:07,2025-02-14 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-13 14:16:07,2025-02-13 14:16:07,2025-02-13 14:16:07,6.5,210,1365,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-21 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,3.0,210,630,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-19 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,7.0,210,1470,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-18 14:16:07,2025-02-21 14:16:07,2025-02-21 14:16:07,5.0,210,1050,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-07 14:16:07,2025-02-07 14:16:07,2025-02-07 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-06 14:16:07,2025-02-06 14:16:07,2025-02-06 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-05 14:16:07,2025-02-06 14:16:07,2025-02-06 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-04 14:16:07,2025-02-06 14:16:07,2025-02-06 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-02-03 14:16:07,2025-02-06 14:16:07,2025-02-06 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-23 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,-7.5,210,-1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-09 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-11 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-12 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2024-12-13 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,5.5,210,1155,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-10 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,4.0,210,840,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-21 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-20 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,6.0,210,1260,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-29 14:16:07,2025-01-30 14:16:07,2025-01-30 14:16:07,8.0,210,1680,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-27 14:16:07,2025-01-30 14:16:07,2025-01-30 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-28 14:16:07,2025-01-30 14:16:07,2025-01-30 14:16:07,8.0,210,1680,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-30 14:16:07,2025-01-30 14:16:07,2025-01-30 14:16:07,8.0,210,1680,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-31 14:16:07,2025-01-31 14:16:07,2025-01-31 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-23 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,8.0,210,1680,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-24 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-23 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-22 14:16:07,2025-01-24 14:16:07,2025-01-24 14:16:07,7.5,210,1575,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-14 14:16:07,2025-01-17 14:16:07,2025-01-17 14:16:07,3.5,210,735,12.6
3000512342,Flora  ,10,Gestion,1000017023,Company X,00014523,Alice Dupont,SPECIALIST/SENIOR CONSULT,2025-01-13 14:16:07,2025-01-17 14:16:07,2025-01-17 14:16:07,4.0,210,840,12.6
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-30 14:16:07,2025-01-30 14:16:07,2025-01-30 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-13 14:16:07,2025-01-14 14:16:07,2025-01-14 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-10 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-09 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-08 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-07 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-06 14:16:07,2025-01-10 14:16:07,2025-01-10 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-03 14:16:07,2025-01-03 14:16:07,2025-01-03 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-02 14:16:07,2025-01-03 14:16:07,2025-01-03 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-31 14:16:07,2025-01-31 14:16:07,2025-01-31 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-24 14:16:07,2024-12-24 14:16:07,2024-12-24 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-23 14:16:07,2024-12-23 14:16:07,2024-12-23 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-12 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-11 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-10 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-09 14:16:07,2024-12-13 14:16:07,2024-12-13 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-05 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-04 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-03 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2024-12-02 14:16:07,2024-12-06 14:16:07,2024-12-06 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-28 14:16:07,2025-01-28 14:16:07,2025-01-28 14:16:07,7.5,196,1470,11.76
2001920365,Neptune,10,Mars  ,1000017023,Company X,00014524,Bastien Lefèvre,SPECIALIST/SENIOR CONSULT,2025-01-29 14:16:07,2025-01-29 14:16:07,2025-01-29 14:16:07,7.5,196,1470,11.76
